Id,City Name,State Name,latitude,longitude,year,month,day,Pollution Level,AQI Level,Vulnerable Population,Hospital Admissions,Renewable Energy Source,Particulate Matter,Nitrogen Oxides,Sulfur Dioxide,Ozone,Carbon Monoxide
1225,Hialeah,Florida,25.8576,-80.2781,2017,1,1,43,72,Pregnant women,2,Wind power,10,27,8,59,8
1226,Tallahassee,Florida,30.4383,-84.2807,2017,1,1,33,66,Children,4,Solar power,7,22,5,52,6
1227,Port St. Lucie,Florida,27.273,-80.3582,2017,1,1,21,53,Elderly,1,Wind power,4,14,3,35,3
1228,Cape Coral,Florida,26.5629,-81.9495,2017,1,1,29,63,Pregnant women,1,Solar power,5,18,5,44,5
1229,Fort Lauderdale,Florida,26.1224,-80.1373,2017,1,1,47,78,Children,6,Wind power,12,31,9,62,10
1230,Pembroke Pines,Florida,26.0078,-80.2963,2017,1,1,36,71,Elderly,3,Solar power,9,24,7,53,7
1231,Hollywood,Florida,26.0112,-80.1495,2017,1,1,45,75,Pregnant women,4,Wind power,11,29,8,58,6
1232,Sarasota,Florida,27.3364,-82.5307,2016,1,1,38,73,Children,2,Solar power,6,22,4,68,5
1233,Largo,Florida,27.9095,-82.7873,2016,1,1,28,62,Elderly,1,Wind power,5,12,3,56,3
1234,Port Orange,Florida,29.1383,-80.9956,2016,1,1,25,58,Pregnant women,1,Solar power,4,13,2,48,2
1235,New Smyrna Beach,Florida,29.0258,-80.9269,2016,1,1,19,55,Children,1,Solar power,3,10,2,42,1
1236,Fernandina Beach,Florida,30.6696,-81.4626,2016,1,1,30,67,Elderly,2,Wind power,5,15,3,52,3
1237,Lake Worth,Florida,26.6195,-80.0566,2016,1,1,32,63,Pregnant women,3,Solar power,5,17,3,58,4
1238,Stuart,Florida,27.1975,-80.2528,2016,1,1,28,62,Children,2,Wind power,4,14,3,53,3
1239,North Miami Beach,Florida,25.9331,-80.1625,2016,1,1,38,73,Elderly,3,Solar power,7,23,4,68,5
1240,Key West,Florida,24.5551,-81.7812,2016,1,1,24,57,Children,0,Wind power,3,10,2,41,1
1241,Boca Raton,Florida,26.3683,-80.1289,2016,1,1,29,63,Pregnant women,2,Solar power,5,16,3,55,4
1242,Tallahassee,Florida,30.4383,-84.2807,2016,1,1,22,57,Children,2,Solar power,4,15,2,52,3
1243,Atlanta,Georgia,33.7489,-84.3881,2017,1,1,50,80,Children,2,Wind power,6,21,4,59,4
1244,Augusta,Georgia,33.4735,-82.0105,2017,1,1,37,69,Elderly,0,Solar power,4,15,3,46,3
1245,Columbus,Georgia,32.4605,-84.9877,2017,1,1,27,61,Pregnant women,1,Wind power,3,11,3,36,3
1246,Savannah,Georgia,32.0835,-81.0998,2017,1,1,26,60,Children,0,Solar power,3,12,3,33,3
1247,Athens,Georgia,33.9608,-83.3779,2017,1,1,30,64,Elderly,1,Wind power,4,14,4,45,4
1248,Macon,Georgia,32.8407,-83.6324,2017,1,1,42,74,Pregnant women,2,Solar power,5,17,4,51,4
1249,Roswell,Georgia,34.0232,-84.3616,2017,1,1,36,68,Children,1,Wind power,4,15,3,44,3
1250,Albany,Georgia,31.5785,-84.1557,2017,1,1,34,66,Elderly,0,Solar power,4,14,4,47,4
1251,Johns Creek,Georgia,34.0289,-84.1986,2017,1,1,42,74,Pregnant women,2,Wind power,5,17,3,52,3
1252,Warner Robins,Georgia,32.613,-83.6242,2017,1,1,28,62,Children,1,Solar power,3,11,3,37,3
1253,Valdosta,Georgia,30.8327,-83.2785,2017,1,1,30,64,Elderly,0,Wind power,4,14,3,44,3
1254,Brookhaven,Georgia,33.8651,-84.3366,2016,1,1,45,77,Pregnant women,2,Solar power,5,18,3,55,3
1255,Macon,Georgia,32.8407,-83.6324,2016,1,1,34,67,Children,2,Solar power,4,17,2,54,3
1256,Sandy Springs,Georgia,33.9316,-84.3634,2016,1,1,27,58,Elderly,0,Wind power,2,14,1,43,2
1257,Roswell,Georgia,34.0232,-84.3616,2016,1,1,24,54,Pregnant women,1,Solar power,3,12,1,39,2
1258,Warner Robins,Georgia,32.6182,-83.6242,2016,1,1,36,70,Children,3,Wind power,4,20,3,57,4
1259,Valdosta,Georgia,30.8327,-83.2785,2016,1,1,39,72,Elderly,2,Solar power,4,22,2,63,3
1260,Albany,Georgia,31.5785,-84.1557,2016,1,1,31,64,Pregnant women,0,Wind power,3,16,2,50,2
1261,Athens,Georgia,33.9519,-83.3576,2016,1,1,28,59,Children,1,Solar power,3,14,1,43,2
1262,Augusta,Georgia,33.4709,-81.9748,2016,1,1,32,66,Elderly,2,Wind power,4,18,3,54,3
1263,Columbus,Georgia,32.4609,-84.9877,2016,1,1,33,66,Pregnant women,1,Solar power,4,17,2,52,3
1264,Savannah,Georgia,32.0809,-81.0912,2016,1,1,29,60,Children,1,Wind power,3,15,1,46,2
1265,Macon,Georgia,32.8407,-83.6324,2016,1,2,37,71,Elderly,2,Solar power,4,19,3,57,3
1266,Sandy Springs,Georgia,33.9316,-84.3634,2016,1,2,29,59,Pregnant women,1,Wind power,3,15,1,45,2
1267,Kennesaw,Georgia,34.0234,-84.6155,2016,1,1,25,63,Children,2,Solar power,5,17,2,55,3
1268,Alpharetta,Georgia,34.0754,-84.2941,2016,1,1,40,76,Elderly,0,Wind power,4,18,3,61,4
1269,Columbus,Georgia,32.4609,-84.9877,2016,1,1,32,68,Pregnant women,3,Solar power,3,16,2,57,3
1270,Lawrenceville,Georgia,33.9562,-83.9879,2016,1,1,28,65,Children,1,Wind power,5,20,2,54,3
1271,Athens,Georgia,33.9609,-83.3779,2016,1,1,22,60,Elderly,0,Solar power,4,15,3,56,2
1272,Roswell,Georgia,34.0233,-84.3616,2016,1,1,38,73,Pregnant women,2,Wind power,3,17,2,60,4
1273,Augusta,Georgia,33.4735,-82.0105,2016,1,1,35,71,Children,3,Solar power,4,19,3,58,4
1274,Savannah,Georgia,32.0809,-81.0912,2016,1,1,28,65,Elderly,1,Wind power,5,21,2,56,3
1275,Macon,Georgia,32.8407,-83.6324,2016,1,1,30,67,Pregnant women,0,Solar power,3,16,3,58,3
1276,Valdosta,Georgia,30.8327,-83.2785,2016,1,1,36,72,Children,2,Wind power,5,22,2,57,4
1277,Honolulu,Hawaii,21.3069,-157.8583,2017,1,1,11,46,Children,0,Solar power,1,5,1,23,1
1278,Hilo,Hawaii,19.7079,-155.081,2017,1,1,12,50,Elderly,0,Wind power,2,7,1,25,2
1279,Kailua,Hawaii,19.6517,-155.9942,2017,1,1,9,39,Pregnant women,0,Solar power,1,4,1,18,1
1280,Kaneohe,Hawaii,21.4089,-157.7996,2017,1,1,10,43,Children,0,Wind power,2,6,1,20,1
1281,Kihei,Hawaii,20.7644,-156.445,2017,1,1,14,54,Elderly,0,Solar power,1,4,1,24,1
1282,Lahaina,Hawaii,20.8783,-156.6825,2017,1,1,16,60,Pregnant women,0,Wind power,3,9,1,30,2
1283,Makawao,Hawaii,20.8494,-156.3081,2017,1,1,11,47,Children,0,Solar power,1,5,1,21,1
1284,Paia,Hawaii,20.9111,-156.3739,2017,1,1,9,39,Elderly,0,Wind power,2,7,1,17,1
1285,Wailuku,Hawaii,20.8911,-156.5047,2017,1,1,12,50,Pregnant women,0,Solar power,2,6,1,23,2
1286,Waipahu,Hawaii,21.3917,-158.0092,2017,1,1,11,46,Children,0,Wind power,2,8,1,20,1
1287,Boise,Idaho,43.6166,-116.2008,2017,1,1,24,54,Children,4,Solar power,12,9,3,34,6
1288,Meridian,Idaho,43.6121,-116.3915,2017,1,1,26,58,Elderly,6,Wind power,16,13,4,39,7
1289,Nampa,Idaho,43.5787,-116.5654,2017,1,1,31,64,Pregnant women,3,Solar power,19,16,5,45,8
1290,Caldwell,Idaho,43.6629,-116.6874,2017,1,1,28,61,Children,2,Wind power,15,12,4,41,7
1291,Idaho Falls,Idaho,43.5008,-112.0361,2017,1,1,18,51,Elderly,1,Solar power,10,8,3,28,5
1292,Pocatello,Idaho,42.8713,-112.4455,2017,1,1,20,53,Pregnant women,2,Wind power,11,9,3,31,6
1293,Twin Falls,Idaho,42.57,-114.4609,2017,1,1,32,65,Children,5,Solar power,20,17,5,49,9
1294,Lewiston,Idaho,46.4165,-117.0177,2017,1,1,22,56,Elderly,1,Wind power,13,10,3,37,7
1295,Moscow,Idaho,46.7324,-117.0002,2017,1,1,17,50,Pregnant women,0,Solar power,9,7,3,26,5
1296,Rexburg,Idaho,43.8231,-111.7924,2017,1,1,19,52,Children,3,Wind power,10,8,3,29,5
1297,Coeur d Alene,Idaho,47.6777,-116.7805,2017,1,1,21,55,Elderly,2,Solar power,11,9,3,33,6
1298,Ammon,Idaho,43.4719,-111.9568,2017,1,1,23,53,Pregnant women,1,Wind power,12,10,4,34,6
1299,Chicago,Illinois,41.8781,-87.6298,2017,1,1,65,75,Children,10,Solar power,8,33,18,49,10
1300,Naperville,Illinois,41.7508,-88.1535,2017,1,2,48,60,Elderly,3,Wind power,7,24,15,41,8
1301,Peoria,Illinois,40.6936,-89.5889,2017,1,3,35,55,Pregnant women,4,Solar power,5,17,12,29,6
1302,Aurora,Illinois,41.7606,-88.3201,2017,1,4,42,57,Respiratory problems,7,Hydroelectric,6,20,13,36,7
1303,Rockford,Illinois,42.2711,-89.0939,2017,1,5,51,62,Children,6,Solar power,9,27,15,42,8
1304,Elgin,Illinois,42.0354,-88.2826,2017,1,6,46,58,Elderly,2,Wind power,8,23,13,39,9
1305,Joliet,Illinois,41.525,-88.0817,2017,1,7,53,64,Pregnant women,5,Solar power,10,29,16,45,9
1306,Waukegan,Illinois,42.3636,-87.8448,2017,1,8,57,68,Respiratory problems,3,Hydroelectric,11,32,18,51,10
1307,Champaign,Illinois,40.1164,-88.2434,2017,1,9,33,54,Children,1,Solar power,4,16,10,27,5
1308,Bloomington,Illinois,40.4842,-88.9937,2017,1,10,40,56,Elderly,2,Wind power,5,19,11,33,6
1309,Decatur,Illinois,39.8403,-88.9548,2017,1,11,38,55,Pregnant women,4,Solar power,6,18,9,28,9
1310,Chicago,Illinois,41.8781,-87.6298,2017,1,1,58,70,Low income,65,Solar power,6,25,15,38,9
1311,Springfield,Illinois,39.7817,-89.6501,2017,1,2,68,82,Elderly,10,Wind power,8,30,12,46,12
1312,Aurora,Illinois,41.7606,-88.3201,2017,1,3,48,60,Children,22,Solar power,4,20,9,28,7
1313,Peoria,Illinois,40.6936,-89.5889,2017,1,4,72,87,Low income,16,Wind power,12,37,11,53,15
1314,Rockford,Illinois,42.2711,-89.0937,2017,1,5,55,65,Elderly,8,Solar power,7,27,11,34,10
1315,Joliet,Illinois,41.525,-88.0817,2017,1,6,43,54,Children,25,Wind power,5,18,8,24,6
1316,Evanston,Illinois,42.0451,-87.6877,2017,1,7,64,78,Low income,11,Solar power,8,34,13,45,11
1317,Decatur,Illinois,39.8403,-88.9548,2017,1,8,75,90,Elderly,18,Wind power,11,42,14,60,16
1318,Elgin,Illinois,42.0354,-88.2826,2017,1,9,51,62,Children,29,Solar power,3,16,7,20,5
1319,Bloomington,Illinois,40.4842,-88.9937,2017,1,10,67,81,Low income,15,Wind power,9,32,13,48,13
1320,Champaign,Illinois,40.1164,-88.2434,2017,1,11,58,70,Elderly,13,Solar power,5,23,10,30,8
1321,Moline,Illinois,41.5067,-90.5151,2017,1,12,62,76,Children,17,Wind power,6,28,12,37,9
1322,Indianapolis,Indiana,39.7684,-86.1581,2017,1,1,35,50,Children,18,Wind power,15,26,6,21,31
1323,Fort Wayne,Indiana,41.0793,-85.1394,2017,1,2,40,55,Elderly,27,Solar power,20,31,11,16,26
1324,Evansville,Indiana,37.9716,-87.5711,2017,1,3,50,60,Pregnant women,9,Hydroelectric,25,21,16,11,21
1325,South Bend,Indiana,41.6764,-86.2513,2017,1,4,45,55,Children,22,Wind power,15,21,11,26,36
1326,Carmel,Indiana,39.9784,-86.118,2017,1,5,30,45,Elderly,13,Solar power,10,31,6,21,26
1327,Fishers,Indiana,39.9568,-86.0134,2017,1,6,25,40,Pregnant women,9,Wind power,10,16,6,16,21
1328,Mishawaka,Indiana,41.6619,-86.1586,2017,1,7,35,50,Children,18,Solar power,15,26,11,21,31
1329,Gary,Indiana,41.5934,-87.3464,2017,1,8,50,60,Elderly,22,Hydroelectric,30,41,21,26,36
1330,Hammond,Indiana,41.5834,-87.5005,2017,1,9,45,55,Pregnant women,18,Wind power,25,36,16,21,31
1331,Greenwood,Indiana,39.6137,-86.1067,2017,1,10,30,45,Children,13,Solar power,10,21,6,16,21
1332,Elkhart,Indiana,41.6819,-85.9767,2017,1,11,25,40,Elderly,9,Wind power,10,16,6,11,16
1333,Goshen,Indiana,41.5823,-85.8344,2017,1,12,35,50,Elderly,13,Wind power,12,11,5,16,21
1334,Indianapolis,Indiana,39.7684,-86.1581,2017,1,1,51,63,Children,18,Wind power,6,33,19,43,12
1335,Fort Wayne,Indiana,41.0793,-85.1394,2017,1,1,57,69,Elderly,13,Solar power,8,26,22,35,16
1336,Evansville,Indiana,37.9716,-87.5711,2017,1,1,62,74,Low income,19,Hydroelectric,10,41,24,46,18
1337,South Bend,Indiana,41.6764,-86.252,2017,1,1,48,61,Pregnant women,9,Nuclear power,7,29,18,39,11
1338,Gary,Indiana,41.5934,-87.3464,2017,1,1,67,80,Children,22,Wind power,12,46,30,56,23
1339,Hammond,Indiana,41.5834,-87.5,2017,1,1,55,67,Low income,15,Solar power,9,37,21,49,13
1340,Bloomington,Indiana,39.1653,-86.5264,2017,1,1,46,59,Elderly,10,Hydroelectric,5,23,17,36,9
1341,Muncie,Indiana,40.1934,-85.3864,2017,1,1,52,64,Pregnant women,11,Nuclear power,6,31,20,41,12
1342,Terre Haute,Indiana,39.4667,-87.4139,2017,1,1,58,70,Children,17,Wind power,9,40,23,47,16
1343,Anderson,Indiana,40.1053,-85.6803,2017,1,1,54,66,Low income,14,Solar power,8,35,19,46,14
1344,Elkhart,Indiana,41.6817,-85.9767,2017,1,1,50,63,Elderly,12,Hydroelectric,6,29,18,39,10
1345,Des Moines,Iowa,41.5868,-93.625,2017,1,1,5,55,Elderly,9,Wind power,20,36,26,16,31
1346,Cedar Rapids,Iowa,42.0083,-91.6441,2017,1,1,3,45,Children,4,Solar power,15,26,21,11,21
1347,Waterloo,Iowa,42.4928,-92.3426,2017,1,1,7,65,Low income,13,Wind power,25,31,31,21,36
1348,Sioux City,Iowa,42.4963,-96.405,2017,1,1,6,60,Low income,7,Hydroelectric,30,26,21,26,41
1349,Davenport,Iowa,41.5236,-90.5776,2017,1,1,4,50,Elderly,10,Wind power,15,21,26,16,26
1350,Council Bluffs,Iowa,41.2619,-95.8608,2017,1,1,8,70,Children,5,Solar power,35,31,26,36,46
1351,Dubuque,Iowa,42.5006,-90.6646,2017,1,1,5,55,Low income,9,Wind power,20,26,21,16,31
1352,Fort Dodge,Iowa,42.4975,-94.168,2017,1,1,7,65,Elderly,8,Hydroelectric,30,31,26,31,36
1353,Ames,Iowa,42.0347,-93.6199,2017,1,1,6,60,Low income,12,Solar power,25,21,31,26,41
1354,Burlington,Iowa,40.8075,-91.1129,2017,1,1,4,50,Children,6,Wind power,15,26,21,16,26
1355,Clinton,Iowa,41.8445,-90.2425,2017,1,1,5,55,Elderly,9,Solar power,20,31,26,21,36
1356,Des Moines,Iowa,41.5868,-93.625,2017,1,1,32,59,Elderly,6,Wind power,4,14,7,46,2
1357,Cedar Rapids,Iowa,41.9779,-91.6656,2017,2,2,28,63,Children,3,Wind power,3,13,5,44,3
1358,Sioux City,Iowa,42.4997,-96.4003,2017,3,3,34,68,Pregnant women,4,Solar power,5,15,8,48,2
1359,Waterloo,Iowa,42.4928,-92.3439,2017,4,4,27,61,Low income,2,Wind power,2,12,4,43,2
1360,Council Bluffs,Iowa,41.2619,-95.8608,2017,5,5,29,63,Elderly,3,Solar power,3,13,5,44,3
1361,Ames,Iowa,42.0347,-93.6199,2017,6,6,25,58,Children,2,Wind power,2,12,4,43,2
1362,Dubuque,Iowa,42.5006,-90.6646,2017,7,7,26,60,Pregnant women,3,Solar power,2,11,3,42,2
1363,Ankeny,Iowa,41.7297,-93.6058,2017,8,8,27,61,Low income,2,Wind power,2,12,4,43,2
1364,Marshalltown,Iowa,42.0495,-92.908,2017,9,9,29,63,Elderly,3,Solar power,3,13,5,44,3
1365,Fort Dodge,Iowa,42.4975,-94.168,2017,10,10,26,60,Children,2,Wind power,2,12,4,43,2
1366,Ottumwa,Iowa,41.0169,-92.4141,2017,11,11,28,63,Pregnant women,3,Solar power,3,13,5,44,3
1367,Wichita,Kansas,37.6872,-97.3301,2017,1,1,45,150,Children,2,Wind power,12,16,8,36,9
1368,Overland Park,Kansas,38.9822,-94.6708,2017,1,2,37,130,Elderly,1,Wind power,9,12,5,32,7
1369,Kansas City,Kansas,39.1142,-94.6275,2017,1,3,58,180,Pregnant women,4,Solar power,18,24,11,44,13
1370,Topeka,Kansas,39.0473,-95.6752,2017,1,4,40,135,Children,3,Wind power,13,18,9,37,10
1371,Olathe,Kansas,38.8814,-94.8191,2017,1,5,42,140,Elderly,2,Wind power,10,13,6,34,8
1372,Lawrence,Kansas,38.9717,-95.2353,2017,1,6,55,170,Pregnant women,3,Solar power,16,21,10,41,12
1373,Shawnee,Kansas,39.0228,-94.7152,2017,1,7,46,155,Children,2,Wind power,14,17,8,39,9
1374,Manhattan,Kansas,39.1836,-96.5717,2017,1,8,39,133,Elderly,1,Wind power,9,12,5,32,7
1375,Lenexa,Kansas,38.9536,-94.7336,2017,1,9,41,138,Pregnant women,2,Solar power,12,15,7,36,8
1376,Salina,Kansas,38.8403,-97.6114,2017,1,10,57,178,Children,4,Wind power,15,20,11,43,13
1377,Hutchinson,Kansas,38.0608,-97.9298,2017,1,11,50,160,Elderly,3,Wind power,11,14,7,35,10
1378,Wichita,Kansas,37.6872,-97.3301,2017,9,14,32,53,Elderly,15,Solar power,25,31,11,46,13
1379,Topeka,Kansas,39.0473,-95.6752,2017,10,5,42,65,Children,19,Wind power,20,34,9,53,18
1380,Lawrence,Kansas,38.9717,-95.2353,2017,11,22,38,57,Low income,11,Solar power,22,28,16,50,9
1381,Salina,Kansas,38.8403,-97.6114,2017,12,1,30,50,Elderly,9,Wind power,18,24,12,44,11
1382,Hutchinson,Kansas,38.0608,-97.9298,2017,6,18,29,48,Low income,9,Solar power,23,30,10,47,15
1383,Dodge City,Kansas,37.7528,-100.0171,2017,7,25,41,64,Children,16,Wind power,17,29,8,55,17
1384,Manhattan,Kansas,39.1836,-96.5717,2017,8,12,35,58,Elderly,12,Solar power,21,27,13,51,12
1385,Liberal,Kansas,37.0431,-100.921,2017,11,1,47,72,Low income,13,Wind power,26,33,14,56,21
1386,Emporia,Kansas,38.4043,-96.1819,2017,10,2,34,56,Children,10,Solar power,19,25,12,49,10
1387,Garden City,Kansas,37.9717,-100.8724,2017,12,7,44,67,Elderly,14,Wind power,22,31,13,53,16
1388,Louisville,Kentucky,38.2527,-85.7585,2017,1,1,20,50,Children,4,Wind power,5,11,6,16,6
1389,Lexington,Kentucky,38.0406,-84.5037,2017,1,2,25,60,Elderly,6,Solar power,10,21,16,21,11
1390,Bowling Green,Kentucky,36.9685,-86.4808,2017,1,3,18,45,Pregnant women,2,Wind power,8,16,11,19,8
1391,Owensboro,Kentucky,37.7749,-87.1133,2017,1,4,22,55,Respiratory problems,3,Solar power,12,23,13,23,12
1392,Covington,Kentucky,39.0837,-84.5086,2017,1,5,30,70,Children,5,Wind power,14,26,15,31,13
1393,Hopkinsville,Kentucky,36.8656,-87.4886,2017,1,6,28,65,Elderly,4,Solar power,15,31,13,28,15
1394,Paducah,Kentucky,37.0834,-88.6,2017,1,7,25,60,Pregnant women,3,Wind power,10,21,9,23,11
1395,Madisonville,Kentucky,37.3286,-87.4999,2017,1,8,20,50,Respiratory problems,2,Solar power,8,16,8,21,8
1396,Georgetown,Kentucky,38.2098,-84.5588,2017,1,9,18,45,Children,1,Wind power,7,13,7,16,6
1397,Nicholasville,Kentucky,37.8808,-84.573,2017,1,10,22,55,Elderly,3,Solar power,10,19,10,21,10
1398,Winchester,Kentucky,37.9901,-84.1797,2017,1,11,30,70,Pregnant women,6,Wind power,15,29,17,31,16
1399,Baton Rouge,Louisiana,30.4515,-91.1871,2017,1,1,52,60,Children,31,Solar power,14,27,9,51,6
1400,Shreveport,Louisiana,32.5252,-93.7502,2017,1,1,56,64,Elderly,22,Wind power,17,30,11,54,7
1401,New Orleans,Louisiana,29.9511,-90.0715,2017,1,1,51,59,Children,36,Biomass,16,29,10,53,7
1402,Lafayette,Louisiana,30.2241,-92.0198,2017,1,1,45,53,Elderly,19,Hydroelectric,14,23,8,46,6
1403,Lake Charles,Louisiana,30.213,-93.2044,2017,1,1,58,66,Children,27,Solar power,18,32,12,55,8
1404,Monroe,Louisiana,32.5093,-92.1193,2017,1,1,50,58,Elderly,23,Biomass,17,30,10,51,7
1405,Alexandria,Louisiana,31.3113,-92.4451,2017,1,1,54,62,Children,24,Wind power,17,31,11,55,7
1406,Houma,Louisiana,29.5958,-90.7195,2017,1,1,49,57,Elderly,18,Hydroelectric,13,26,9,49,6
1407,Kenner,Louisiana,30.0198,-90.2549,2017,1,1,51,59,Children,30,Solar power,15,26,9,50,6
1408,Minden,Louisiana,32.6129,-93.286,2017,1,1,60,68,Elderly,26,Wind power,20,35,12,58,8
1409,Bossier City,Louisiana,32.5159,-93.7321,2017,1,1,50,58,Children,25,Biomass,17,27,12,46,9
1410,Natchitoches,Louisiana,31.7607,-93.0863,2017,1,1,44,52,Elderly,16,Hydroelectric,12,24,8,45,6
1411,Opelousas,Louisiana,30.5335,-92.0815,2017,1,1,41,49,Children,18,Solar power,10,20,7,42,5
1412,Pineville,Louisiana,31.3227,-92.434,2017,1,1,48,56,Elderly,21,Wind power,15,27,10,49,7
1413,Thibodaux,Louisiana,29.7958,-90.8229,2017,1,1,43,51,Children,19,Biomass,13,23,8,44,6
1414,West Monroe,Louisiana,32.5185,-92.147,2017,1,1,44,52,Elderly,20,Hydroelectric,14,24,9,45,6
1415,Mandeville,Louisiana,30.3582,-90.0656,2017,1,1,45,53,Children,24,Solar power,14,26,9,46,6
1416,Crowley,Louisiana,30.2141,-92.3747,2017,1,1,47,55,Elderly,19,Wind power,14,25,9,48,6
1417,Bastrop,Louisiana,32.773,-91.916,2017,1,1,46,54,Children,21,Biomass,14,26,9,47,6
1418,Portland,Maine,43.6591,-70.2568,2016,1,1,28,34,Children,9,Wind power,6,14,4,28,3
1419,Lewiston,Maine,44.1004,-70.2148,2016,1,1,29,35,Elderly,7,Biomass,7,17,4,29,3
1420,Bangor,Maine,44.8016,-68.7712,2016,1,1,27,33,Children,9,Hydroelectric,5,13,3,27,2
1421,South Portland,Maine,43.6415,-70.2419,2016,1,1,30,36,Elderly,8,Solar power,7,16,4,30,3
1422,Auburn,Maine,44.0979,-70.2312,2016,1,1,28,34,Children,7,Wind power,6,15,4,28,3
1423,Biddeford,Maine,43.4918,-70.4636,2016,1,1,31,37,Elderly,9,Biomass,8,18,5,31,3
1424,Sanford,Maine,43.4399,-70.7748,2016,1,1,30,36,Children,8,Hydroelectric,7,16,4,30,3
1425,Scarborough,Maine,43.5779,-70.3724,2016,1,1,29,35,Elderly,8,Solar power,7,17,4,29,3
1426,Saco,Maine,43.5369,-70.4437,2016,1,1,31,37,Children,9,Wind power,8,18,5,31,3
1427,Brunswick,Maine,43.9145,-69.9658,2016,1,1,27,33,Elderly,7,Biomass,6,15,4,27,2
1428,Baltimore,Maryland,39.2904,-76.6122,2017,1,1,49,57,Children,43,Solar power,17,32,11,50,8
1429,Frederick,Maryland,39.4142,-77.4105,2017,1,1,43,51,Elderly,24,Wind power,13,25,9,44,7
1430,Rockville,Maryland,39.0839,-77.1532,2017,1,1,46,54,Children,33,Biomass,14,28,10,47,7
1431,Gaithersburg,Maryland,39.1434,-77.2014,2017,1,1,48,56,Elderly,26,Hydroelectric,12,24,9,48,7
1432,Annapolis,Maryland,38.9784,-76.4922,2017,1,1,44,52,Children,27,Solar power,15,30,11,45,8
1433,Hagerstown,Maryland,39.6418,-77.7203,2017,1,1,40,48,Elderly,16,Wind power,11,21,8,41,7
1434,Salisbury,Maryland,38.3655,-75.5996,2017,1,1,45,53,Children,22,Biomass,13,26,10,46,7
1435,College Park,Maryland,38.9969,-76.9348,2017,1,1,47,55,Elderly,27,Hydroelectric,10,24,9,47,8
1436,Laurel,Maryland,39.0993,-76.8483,2017,1,1,42,50,Children,20,Solar power,12,29,10,43,7
1437,Greenbelt,Maryland,38.9966,-76.9337,2017,1,1,48,56,Elderly,23,Wind power,14,25,9,48,7
1438,Takoma Park,Maryland,38.9779,-77.0075,2017,1,1,47,55,Children,0,Biomass,14,24,12,57,10
1439,Baltimore,Maryland,39.2904,-76.6122,2017,1,1,65,73,Children,0,Wind power,25,38,18,67,17
1440,Frederick,Maryland,39.4142,-77.4105,2017,1,1,53,61,Elderly,0,Solar power,18,30,14,58,13
1441,Rockville,Maryland,39.0839,-77.1539,2017,1,1,55,63,Children,0,Biomass,20,32,16,60,14
1442,Gaithersburg,Maryland,39.1434,-77.2014,2017,1,1,58,66,Elderly,0,Hydroelectric,21,33,16,62,15
1443,Annapolis,Maryland,38.9784,-76.4922,2017,1,1,49,57,Children,0,Solar power,16,25,11,53,11
1444,Hagerstown,Maryland,39.6418,-77.7207,2017,1,1,50,58,Elderly,0,Wind power,18,29,13,55,12
1445,College Park,Maryland,38.9807,-76.9378,2017,1,1,61,69,Children,0,Hydroelectric,24,36,17,65,16
1446,Greenbelt,Maryland,38.9966,-76.9337,2017,1,1,56,64,Elderly,0,Solar power,19,30,13,59,12
1447,Laurel,Maryland,39.0993,-76.8483,2017,1,1,59,67,Children,0,Biomass,21,34,15,61,14
1448,Boston,Massachusetts,42.3601,-71.0589,2017,1,1,18,68,Elderly,12,Solar power,9,37,21,56,35
1449,Worcester,Massachusetts,42.2626,-71.8023,2017,1,2,15,61,Children,6,Wind power,7,35,18,53,31
1450,Springfield,Massachusetts,42.1015,-72.5898,2017,1,3,20,70,Low income,8,Hydroelectric,11,41,23,66,39
1451,Lowell,Massachusetts,42.6334,-71.3162,2017,1,4,23,76,Respiratory problems,9,Solar power,15,47,26,73,44
1452,Cambridge,Massachusetts,42.3736,-71.1097,2017,1,5,15,59,Elderly,7,Wind power,8,34,19,51,30
1453,New Bedford,Massachusetts,41.6362,-70.9342,2017,1,6,19,67,Children,9,Solar power,11,40,22,63,37
1454,Brockton,Massachusetts,42.0834,-71.0184,2017,1,7,22,73,Low income,10,Hydroelectric,14,45,25,70,42
1455,Quincy,Massachusetts,42.2529,-71.0023,2017,1,8,17,63,Respiratory problems,7,Wind power,9,38,20,58,34
1456,Lynn,Massachusetts,42.4668,-70.9495,2017,1,9,23,75,Elderly,11,Solar power,16,47,27,72,43
1457,Fall River,Massachusetts,41.7015,-71.1551,2017,1,10,18,66,Children,8,Hydroelectric,10,41,23,61,36
1458,Newton,Massachusetts,42.337,-71.2092,2017,1,11,13,54,Low income,5,Wind power,5,30,16,46,7
1459,Somerville,Massachusetts,42.3876,-71.0995,2017,1,22,6,25,Children,4,Wind power,16,13,10,28,9
1460,Quincy,Massachusetts,42.2529,-71.0023,2017,1,23,7,30,Pregnant women,5,Solar power,18,15,11,31,10
1461,Lawrence,Massachusetts,42.707,-71.1631,2017,1,24,8,35,Elderly,6,Wind power,20,17,12,34,11
1462,Newburyport,Massachusetts,42.8126,-70.8773,2017,1,25,5,20,Children,3,Solar power,14,12,9,26,8
1463,Watertown,Massachusetts,42.3709,-71.1828,2017,1,26,6,25,Pregnant women,4,Wind power,16,13,10,28,9
1464,Lynn,Massachusetts,42.4668,-70.9495,2017,1,27,7,30,Elderly,5,Solar power,18,15,11,31,10
